,0
0,-0.7372016771128105
1,-1.5195372698168703
2,-0.8872981827345323
3,-2.3249139391929052
4,-1.795161133615546
5,-1.7140894270198594
6,-0.9632486962589093
7,-0.48227792503486827
8,-0.42687934628794083
9,-0.7220899554149034
10,2.0827277615486746
11,4.7047652452501305
12,6.842705679006425
13,8.970773363071014
14,10.832886135477553
15,12.416519255989487
16,13.833503330341758
17,15.174937972123718
18,16.225489227669456
19,17.26710072429316
20,18.201009717443903
21,18.945242714336565
22,19.689219765926573
23,20.370609977043472
24,21.00807324322927
25,21.52448232160013
26,21.97057456176182
27,22.539579480405187
28,22.94796424512171
29,23.30846364929761
30,23.695831315251144
31,23.84338591558007
32,23.98559919444085
33,24.129804774252115
34,24.22912975413608
35,24.389835415511108
36,24.325463142564946
37,24.56817389819825
38,24.845633304550972
39,24.914104462851242
40,25.151073044636668
41,25.52092387001307
42,25.629164923621907
43,25.716312894965455
44,25.866646473089954
45,25.947050599418596
46,26.016456015751764
47,26.09423231473266
48,26.178447107411902
49,26.17836728731745
50,26.203168298668107
51,26.312760257607486
52,26.331882853729972
53,26.257583673610615
54,26.18892360904632
55,26.13175483563583
56,25.994104310841422
57,25.948065156292532
58,26.044495716542112
59,26.060764241060006
60,26.10601096408244
61,26.067093252176672
62,26.016496048006527
63,26.049619915519152
64,26.139969300310675
65,26.283166162492083
66,26.276934646182028
67,26.15240974950029
68,26.091978606533683
69,26.11105604293093
70,26.063752160933085
71,26.21735944753489
72,26.278836778956972
73,26.341018431835003
74,26.443910771135865
75,26.54106081856859
76,26.661582372264338
77,26.582519027266997
78,26.566335904924784
79,26.517043739383244
80,26.42489814389671
81,26.396116345394272
82,26.309660249542688
83,26.341749532011693
84,26.396282515123847
85,26.295724017433237
86,26.412867848104746
87,26.359459093103528
88,26.39376806900523
89,26.4811189520884
90,26.517626678825295
91,26.50289819281973
92,26.414394005219044
93,26.287550101967305
94,26.242639402758122
95,26.298774797704485
96,26.33639117090339
97,26.313737382155736
98,26.375855342241177
99,26.450988910854843
100,26.529330752418026
101,26.60253539508763
102,26.538407385397292
103,26.483878216549396
104,26.481968188012235
105,26.608391766893945
106,26.711635935112938
107,26.73506764507897
108,26.690150472856317
109,26.58136618244429
110,26.49762903950538
111,26.427174712137322
112,26.48304159388158
113,26.459532705011103
114,26.621270600304477
115,26.515719123220173
116,26.603561600988762
117,26.65158285835164
118,26.57070635247439
119,26.55551641131842
120,26.60034472857849
121,26.611883128353934
122,26.66181955575791
123,26.71233053311659
124,26.659875176364963
125,26.532138970861958
126,26.630350710925974
127,26.648775139480325
128,26.6902469098782
129,26.609687898303847
130,26.51796099613068
131,26.463176976961
132,26.371828142100583
133,26.439085925692236
134,26.336157800728703
135,26.24488934055811
136,26.357268145794166
137,26.38687739243675
138,26.502810001386468
139,26.57912728791001
140,26.500893183727513
141,26.566534778418134
142,26.65177825210753
143,26.63904756754208
144,26.520690235459643
145,26.460367702161093
146,26.495209582021523
147,26.56668141685202
148,26.61260097337237
149,26.653626029916662
150,26.483753364836026
151,26.524513470582956
152,26.607428844641586
153,26.641528920035128
154,26.519395960313645
155,26.368481533561315
156,26.42896084806702
157,26.347897218131276
158,26.325171786024065
159,26.296944787828995
160,26.274392220594684
161,26.17352804594465
162,26.120781886390375
163,26.021060250996634
164,25.963116535166392
165,26.05267308831418
166,25.964280593843085
167,26.004108629512977
168,25.97484651603215
169,26.024341429941792
170,26.017901049751597
171,25.444064371163105
172,25.602110079603122
173,25.75753398976442
174,25.915699324730554
175,25.912757133201175
176,26.084520455679005
177,26.142039327158884
178,26.12100944636756
179,26.022465107534433
180,25.90889186932737
181,25.843357707256008
182,25.798062714614012
183,25.729070736883692
184,25.888810391971052
185,25.951064625519738
186,25.9555054128978
187,25.94008726909913
188,25.966958794175437
189,25.877067093867318
190,25.837118967755433
191,25.779599470434636
192,25.772052329962083
193,25.753379874490022
194,25.721951357070935
195,25.74712633182456
196,25.877967434248873
197,25.925068788113528
198,25.967462593322356
199,25.89539205630753
200,25.977889759171294
201,26.092108625380288
202,26.220118982488838
203,26.209868807720543
204,26.094013978903988
205,26.159405090635794
206,26.34022674598948
207,26.358680879328876
208,26.39755922561225
209,26.272372971626687
210,26.279743265015643
211,26.431215875644607
212,26.483554395111017
213,26.44011607553849
214,26.32988792100747
215,26.378664983366022
216,26.244438948815695
217,26.364029697597125
218,26.5169730988714
219,26.642270739372343
220,26.61297394591073
221,26.686177327152592
222,26.635877262719124
223,26.57434563266393
224,26.591560082195144
225,26.689339585900196
226,26.69147290318284
227,26.598397768210933
228,26.620468243121206
229,26.563418683914108
230,26.645065890408162
231,26.59313682176936
232,26.651111251508613
233,26.71104093524358
234,26.588213982432695
235,26.62502855539752
236,26.575283554284297
237,26.63701664450225
238,26.676840164664114
239,26.56099415106275
240,26.64611443744972
241,26.653223271786185
242,26.710518087648154
243,26.548870837912794
244,26.55610644843192
245,26.58691839374895
246,26.47801908345007
247,26.44795311606436
248,26.310119386213273
249,26.42062137350678
250,26.295007891664035
251,26.387564904456767
252,26.45859755590267
253,26.437465148694294
254,26.264284452766596
255,26.40547358185261
256,26.321014141096423
257,26.28991878252037
258,26.262893905073852
259,26.402236108274234
260,26.48654006487489
261,26.553665240267808
262,26.593672128510523
263,26.729591393913253
264,26.717831401783034
265,26.775526846113998
266,26.874970838575877
267,26.88079831737064
268,26.805236254397574
269,26.6823287753705
270,26.643362475772324
271,26.67487268485097
272,26.71864928963462
273,26.645259067883565
274,26.61079157929769
275,26.681110060288464
276,26.8338139599584
277,26.902849040019717
278,26.841260392025184
279,26.726865970025642
280,26.591333166850397
281,26.536271819493024
282,26.544278820201548
283,26.450508595829582
284,26.526150169223158
285,26.524278080924173
286,26.669388227819233
287,26.65062433330479
288,26.773741439571495
289,26.810016379108585
290,26.941832067078934
291,26.98439337822187
292,27.034699258766082
293,27.07558180650776
294,27.197152613246686
295,27.234617702735306
296,27.243412892596602
297,27.180090043275495
298,27.22983601542382
299,27.10001981244146
300,27.079913168119518
301,26.989292404227207
302,27.03890582131139
303,27.09801542780661
304,27.168227122392
305,27.199099308821083
306,27.22531159700071
307,27.272733889376422
308,27.174066547943767
309,27.140177654214508
310,27.1302745171543
311,27.162413833081704
312,27.02164018870397
313,27.096470234752456
314,27.04118804224816
315,26.848515106458464
316,26.815741523532882
317,26.725709185838667
318,26.728716209322748
319,26.830274260455138
320,26.849130715728002
321,26.80954784763273
322,26.833850092021116
323,26.800790612043123
324,26.682051895207934
325,26.001876128300683
326,26.089188177736325
327,26.220790906646744
328,26.351086656139906
329,26.52855979147621
330,26.5494975406623
331,26.648590427950403
332,26.43932904369236
333,26.481265347050503
334,26.87721652272403
335,26.89256222189281
336,27.020678861904113
337,27.082661922375497
338,26.948975045114068
339,26.770234717961117
340,26.907021639903036
341,26.810784382569633
342,26.935178016906807
343,27.072194495636225
344,26.962558415029036
345,26.997429100902195
346,27.21027747289205
347,27.318912694235586
348,27.60905619798463
349,27.763549171303556
350,27.724978464337653
351,27.86571838367365
352,27.80984582027918
353,27.644789572554842
354,27.467948943904783
355,27.610588897325734
356,27.50964922236204
357,27.478844042737432
358,27.580546400624243
359,27.566052418446066
360,27.522407590949157
361,27.574382934259727
362,27.681363072635442
363,27.614254307576747
364,27.60016079611776
365,27.841507451136913
366,27.744034810168223
367,27.590201493713295
368,27.635872366041195
369,27.546021196225425
370,27.51212010921718
371,27.516563810215892
372,27.39935065068158
373,27.310785160674435
374,27.09166181269389
375,27.131129737161647
376,27.092955744285476
377,27.187864812647515
378,27.128572889761866
379,27.160530926654317
380,27.07504117502439
381,27.11610705534461
382,27.083409618143566
383,26.95552274028081
384,26.928785621825927
385,26.805801294724034
386,26.77085576945171
387,26.855330141639953
388,26.869880347294092
389,26.737663327417856
390,26.728567089382906
391,26.710258071776067
392,26.64205766787263
393,26.686432232705673
394,26.65497601798982
395,26.66746438956953
396,26.6035807081656
397,26.681171253945916
398,26.618789589345774
399,26.567538696587327
400,26.55130753731091
401,26.546662083199895
402,26.4798534459734
403,26.544471208217708
404,26.618586035576
405,26.608599321803872
406,26.670122328329818
407,26.59089925580909
408,26.638534761799303
409,26.64107876537422
410,26.44595701334729
411,26.482065836117695
412,26.5582390744892
413,26.626781954039046
414,26.720999818749164
415,26.678588340007334
416,26.73779721351001
417,26.928125012939905
418,26.926687254290712
419,26.883883648169466
420,26.824923060813653
421,26.858130047560206
422,26.945647149456153
423,26.900688519466055
424,26.970053574400538
425,26.945359402051867
426,26.97025863247319
427,27.05016069008806
428,26.98720440639032
429,27.027741577885212
430,26.93205518595253
431,26.744405772546596
432,26.711088458827867
433,26.8884561794186
434,26.996128487988884
435,27.20147619076109
436,27.362200479216227
437,27.34711125723486
438,27.243380621557264
439,27.344103405698526
440,27.24236905834939
441,27.269986817167684
442,27.192664052776575
443,27.216332355096853
444,27.09769240005005
445,27.04554357737478
446,27.04453516130689
447,27.08367202903577
448,27.050386080454302
449,27.216103809896328
450,27.297761994909965
451,27.47515512182506
452,27.584138038579695
453,27.973184460483573
454,28.041740649263236
455,28.02016856820913
456,28.02186966570053
457,27.844007986706917
458,27.57939298980796
459,27.437118450710063
460,27.394794624594926
461,27.3063115198605
462,27.146713586673734
463,27.047660417100513
464,27.043244792998735
465,27.198459282267418
466,27.233456648196814
467,27.100729008748026
468,27.10259506061685
469,27.0887038640066
470,26.999363046982072
471,26.99645852142529
472,26.880430498762514
473,26.76748958486761
474,26.80251859250471
475,26.886256715479924
476,26.889619224799183
477,26.841843386798296
478,26.90452386905034
479,26.874974584465615
480,26.909367644628205
481,26.964491156505964
482,26.970501209821403
483,26.977830977941892
484,26.938906775778268
485,26.918157146143805
486,26.806167796141462
487,26.739185859888735
488,26.655070120599653
489,26.621674172623926
490,26.644809137884575
491,26.560345455597353
492,26.4670623993431
493,26.462728913458175
494,26.488844491052376
495,26.54270006328489
496,26.651020746476235
497,26.801239659969845
498,26.848146176149946
499,26.942820563433834
500,26.85569440116366
501,26.779550840476006
502,26.772364358490478
503,26.81390340315617
504,26.74027026794501
505,26.931842996483372
506,26.975382505733037
507,27.05168412920268
508,27.06091652326934
509,26.95205716565254
510,26.84801587162603
511,26.80196378200448
512,26.82343243326917
513,26.85325417003914
514,26.9063291771776
515,27.077840264186165
516,27.073025085529046
517,26.999855506915257
518,26.99443860588939
519,26.93734435024674
520,26.853478555187234
521,26.882232312541625
522,26.945889852268227
523,26.99382454766362
524,26.92655179716318
525,26.767364011746917
526,26.778291580427002
527,26.65108924942486
528,26.732825921626187
529,26.551233330279338
530,26.646147874012417
531,26.631957608423868
532,26.600901321292895
533,26.62046658348451
534,26.58516763964846
535,26.65694019011308
536,26.76447492209899
537,26.684768675676214
538,26.689877439144524
539,26.975005666052997
540,27.021286488314
541,27.207279974529058
542,27.257097591866664
543,27.5718261896567
544,27.761884212109024
545,27.914002056162694
546,27.886761992932573
547,27.926307519950207
548,27.787934813026748
549,27.54193771767379
550,27.318580773735018
551,27.345876388384738
552,27.476585071415737
553,27.427330935511215
554,27.444081262535548
555,27.36215273287302
556,27.41091873072213
557,27.460284331138602
558,27.573597064738944
559,27.676360222936424
560,27.567883952884998
561,27.495904015370204
562,27.397775554102218
563,27.18814200550542
564,27.117836100794616
565,27.0915597643636
566,27.001046304650945
567,26.852158524061615
568,26.913909344239993
569,26.894307507429023
570,26.869148250786612
571,26.89780923554053
572,26.87829162221453
573,26.840834364719846
574,26.965095138165143
575,26.933498603782834
576,26.98965291968335
577,27.01225130625618
578,27.03798885829641
579,26.991993133662145
580,27.069046022089267
581,26.986686085665344
582,26.972033486528183
583,27.01044213538907
584,27.087549504046414
585,27.143250763745417
586,27.119354256827073
587,27.08664835087449
588,26.99758650483978
589,27.06779631429021
590,27.213062040226827
591,27.283849197343024
592,27.265805721008913
593,27.273768101460657
594,27.177360086529802
595,27.12949513559945
596,27.10262023376117
597,27.019523290885033
598,26.945075463216472
599,26.853081270965685
600,26.960955783508393
601,27.04480141210317
602,27.086791816003007
603,26.922575710843407
604,26.820297574061986
605,26.837900949822785
606,26.79099205173556
607,26.886267796837775
608,26.919915442926502
609,27.074528918094913
610,27.06448881093624
611,27.078132821255657
612,27.08021066823035
613,26.956443275664913
614,27.03163526769133
615,26.944835020426655
616,26.887966845217502
617,26.989142260393088
618,26.908190101984328
619,26.936518820096598
620,26.965408737887877
621,26.858196607502865
622,26.8716041840067
623,26.80093226305221
624,26.77574235707572
625,26.790338193562512
626,26.855343538691223
627,26.928003532694635
628,26.97817969795307
629,27.035728888726833
630,26.875436266726567
631,26.858004591838732
632,26.881062716911156
633,26.812286979392667
634,26.693747998067252
635,26.738284050004896
636,26.741187096808297
637,26.506277088869673
638,26.54104447276068
639,26.503973787547398
640,26.656879414139734
641,26.53112094807592
642,26.530494752597026
643,26.59176328373361
644,26.45257819280881
645,26.522257121879633
646,26.510916352297087
647,26.501058000218336
648,26.567658498906553
649,26.59673660323845
650,26.680797165667865
651,26.764861818002107
652,26.667209677887072
653,26.68038775638833
654,26.540338020913143
655,26.537357558899014
656,26.478090155152866
657,26.389118737316267
658,26.271922107121597
659,26.2692298193231
660,26.4024177436729
661,26.54097284859772
662,26.496502313026564
663,26.495806563142192
664,26.432899009119055
665,26.579735711090777
666,26.61587985609905
667,26.628635743122015
668,26.597523499830405
669,26.573236455068457
670,26.838908027260608
671,26.82898793398898
672,26.744508065982814
673,26.831867383589064
674,26.849558566360702
675,26.85949090371638
676,26.78633491131429
677,26.746707759672194
