,0
0,3.5280174543008336
1,23.673502419544338
2,27.627915811339637
3,7.02676585495853
4,20.12776108319294
5,16.626864432440613
6,-0.48988775490154723
7,29.012312527268158
8,17.224787902262907
9,18.42391982862014
10,-2.114328102353358
11,31.193789552697712
12,29.28008305759338
13,29.128583113808546
14,27.2504951546579
15,19.147718054887793
16,29.623671840093724
17,31.79046171693005
18,33.22170392996677
19,37.2762734678833
20,23.792026895536313
21,27.125163836573762
22,24.42525104266106
23,26.61466689663086
24,26.057758435295572
25,24.606644930096916
26,26.197364788111482
27,24.408466940895995
28,25.510466454109707
29,18.703775589092718
30,24.85611879882829
31,25.585224273464945
32,25.013982657487347
33,25.416446293476003
34,28.72365630601551
35,26.69146512784449
36,25.888340006827857
37,26.27761794844624
38,26.57017819557965
39,25.247974864843048
40,27.848953727318094
41,24.229271524075443
42,25.115136475494573
43,26.234677414275986
44,26.175400315892908
45,21.28945740811727
46,11.167667955095933
47,25.152167819501702
48,26.264938538999065
49,24.25484875317255
50,24.79232204530789
51,26.713302707297952
52,19.552604624523948
53,13.259705738839433
54,22.759367771075155
55,25.20741368299119
56,26.297202088971712
57,27.317944202364696
58,27.002090744245002
59,24.624004641423593
60,27.358472971909844
61,28.118552474677465
62,27.338799608885623
63,25.862611843968917
64,25.09439702644128
65,28.359040289376463
66,29.04331546051564
67,25.315718284929403
68,28.420049857502725
69,29.258152659696595
70,28.437180493436337
71,32.1958538533157
72,29.219930505925785
73,29.773113665640153
74,31.324394364306745
75,33.8035859216093
76,33.16099888204589
77,31.33914772731382
78,33.76898248463627
79,30.90666902536998
80,31.994335184052414
81,32.852613258328454
82,28.137586270797687
83,29.32865745791399
84,30.260913483812967
85,30.79495456574299
86,34.06509967009469
87,29.022388524897313
88,33.96395556487161
89,31.534984368611752
90,34.15089592497845
91,33.674755817958214
92,33.300114486452884
93,30.755830324463325
94,32.35030542151648
95,30.88222487194431
96,33.01111639968956
97,34.45591306591408
98,29.977542460597352
99,16.53350433512195
100,13.448435630877608
101,27.191011325633
102,25.322462882707757
103,12.510722620433711
104,11.898546628199993
105,34.78544856656968
106,33.78689599270592
107,32.77138798719288
108,31.35519076535803
109,29.680198942847145
110,34.252632856880005
111,30.087734842744904
112,33.755016747591206
113,31.59292476134454
114,36.674991419290016
115,32.669144880732986
116,35.45902770192257
117,33.7526778249338
118,33.30458259656427
119,32.15435160574484
120,32.35639796426018
121,31.172324218744542
122,33.32119264771795
123,32.013348025087595
124,34.827176929308244
125,35.71164675047302
126,33.427150173749865
127,35.940641147244946
128,35.28096457583361
129,30.109863639627417
130,30.21249174230953
131,28.585708730724182
132,26.324810355723617
133,19.60891914998364
134,13.457879955757434
135,16.180091682741896
136,26.659046239782505
137,31.13702215528633
138,39.62537116491778
139,35.11087252917893
140,32.6113777283427
141,33.566589080335035
142,34.3289206352597
143,29.69278613854597
144,30.66511479781069
145,29.6311039435451
146,31.522548936127958
147,32.121076215619006
148,34.4047857062827
149,35.57303388607945
150,36.68200078406475
151,34.97598108206547
152,33.77292032760495
153,32.774958506415636
154,32.9969776082838
155,34.30623352091436
156,33.90427780374874
157,32.61806746723331
158,34.36997836235292
159,31.69777159524789
160,32.87456699096887
161,31.507377572108165
162,34.153327162925954
163,32.476585168069995
164,32.185920078444134
165,35.39465608820726
166,31.752606834655857
167,34.74105006565219
168,32.656439194324484
169,31.738919219018534
170,30.675134950026973
171,29.943330320482577
172,32.9282075167735
173,31.70622826991003
174,32.41087893255381
175,34.71464503492273
176,34.18090207459616
177,35.852824399938996
178,36.06373120267047
179,33.930726881197536
180,34.70451665620967
181,31.493423138314462
182,32.9805661904769
183,31.309171283902707
184,32.30611336423503
185,33.68966473202125
186,33.69119565352022
187,37.66693280604564
188,37.54135853751512
189,36.317973671787286
190,34.041313100128015
191,34.00104465159241
192,34.784640543346676
193,34.01933243264857
194,34.59727992703407
195,34.14302003736431
196,34.22148028283074
197,35.83146764246124
198,35.069382970105046
199,34.41143895397852
200,32.52457608683869
201,32.87182305759193
202,31.982442974458156
203,33.7298682571515
204,37.74648046969352
205,36.671307037824945
206,33.575621603436176
207,35.83987848882016
208,33.615001982628776
209,33.062209706067726
210,34.99140110409432
211,31.94526758027717
212,31.740826071575718
213,32.5194469045507
214,31.506506457881247
215,34.801448212132556
216,32.75143522211448
217,33.05279795281962
218,32.48361381818856
219,31.76434114513453
220,34.561899750190925
221,31.401555005526543
222,32.22469461809294
223,32.798064142019484
224,34.97618549975891
225,31.900315268578527
226,36.32594942414894
227,37.69962781644342
228,36.74480185076244
229,36.85449445331399
230,35.34056655376401
231,33.59620495433988
232,34.13045160299478
233,34.53560636799583
234,34.844531663960204
235,34.783149764668906
236,32.22002163542733
237,35.716968579337546
238,35.3044830945791
239,38.58641684300503
240,37.99791502176345
241,37.38537564960562
242,34.97368415395987
243,34.53576552374259
244,35.04334357636233
245,34.15871344494423
246,34.29937306662276
247,34.48254123636406
248,32.75317540551113
249,32.04628473526501
250,34.95360511170287
251,31.378897646348495
252,36.8592709293996
253,36.98074283900574
254,35.387383206835864
255,36.33612503297896
256,34.10526612084107
257,34.82822533751798
258,32.11664625258862
259,33.30689520040292
260,32.53691866182782
261,33.603128236274905
262,31.95791545441314
263,28.749300199479908
264,30.143849083411325
265,32.08038697285644
266,30.779549037291535
267,30.700891067224767
268,32.06183267791792
269,33.8794155123759
270,33.071642047925366
271,36.55250597654898
272,35.54382060796294
273,35.43165782465771
274,36.98625778592251
275,39.00156521544406
276,32.052021996306756
277,35.07768119290811
278,35.396175739440594
279,30.014333939368562
280,31.919261528218655
281,35.2757127715154
282,33.26704015134567
283,35.65879221867741
284,36.327489953118956
285,40.008099947699556
286,38.696855797256916
287,37.426049652202614
288,37.68689688682565
289,38.05345620814164
290,32.92197712293125
291,34.35517521672146
292,37.46405908294229
293,38.4036195296031
294,37.00861635273079
295,35.071107692526255
296,37.49492559610456
297,39.2400007000682
298,37.19581131058017
299,38.473919227411045
300,33.515168553969296
301,38.927589946568006
302,35.938752084231574
303,39.976078467156256
304,35.917446700476944
305,38.88691977855446
306,37.707186627489065
307,34.96612531834083
308,37.483217474443656
309,37.51537488694437
310,35.021881046201216
311,38.38351535470269
312,39.813064814925205
313,38.0791902044903
314,37.683807610858366
315,37.201818918407234
316,38.12790205825599
317,39.54742454371276
318,38.499678642865966
319,39.16811753522977
320,39.25845178736086
321,38.20482864805352
322,40.25838838773534
323,37.35588063214386
324,36.817237500812894
325,35.82496113022123
326,38.47114448976133
327,35.95310939349448
328,38.42148358400236
329,36.00213937278664
330,33.188638898390785
331,34.38346920323314
332,34.52818832865919
333,35.08856771634961
334,35.24668384105584
